Aug 14 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
nak,169,Renato Nakano,Brazil,36,N/A,0.92,-700,519,13439,8234,8934,0.92,44.6,70.8,0.81,"{""2015"":0.87,""2016"":0.97,""2017"":0.97,""2018"":0.95,""2019"":0.84,""2020"":0.9,""2021"":0.61}",140,"[""3044/MIBR Academy"",""11929/AFundaa"",""9215/MIBR"",""8902/DETONA"",""7176/RED Canids"",""8113/Sharks"",""7613/Red Reserve"",""6133/Orbit"",""6618/CNB"",""6290/Luminosity"",""6864/WinOut"",""6033/Keyd""]",0,0,0,0,0,0,0,N/A
Savage,180,Bin Liu,China,34,N/A,1.08,1926,836,21434,15647,13721,1.14,37,78.2,0.96,"{""2015"":1.21,""2016"":1.15,""2017"":1.11,""2018"":1.01,""2019"":1,""2020"":0.89}",332,"[""11081/TCG"",""10648/Wubbalubbadubdub"",""7092/5POWER"",""9872/Panda"",""6503/CyberZen"",""9030/Fierce Tiger"",""7606/ViCi"",""7611/VG.Renascence"",""6773/VG.CyberZen""]",0,0,0,0,0,0,0,N/A
n0thing,203,Jordan Gilbert,United States,32,N/A,1.02,484,813,21021,14720,14236,1.03,52.6,74.9,0.99,"{""2013"":1.09,""2014"":1.1,""2015"":1.05,""2016"":1.03,""2017"":0.95,""2018"":0.91}",232,"[""10215/Team NA"",""5005/Complexity"",""9969/Team n0thing"",""9523/Old Guys Club"",""6673/NRG"",""4494/MOUZ"",""5752/Cloud9"",""6271/USA"",""4856/All-Stars NA"",""5286/ESEA All-Stars #2"",""4429/Dynamic""]",0,10,1,52,0,0,0,N/A
JACKZ,284,Audric Jug,France,31,N/A,0.98,-297,1180,31446,20878,21175,0.99,58.1,73.2,0.96,"{""2015"":0.65,""2016"":1.07,""2017"":1.04,""2018"":1.09,""2019"":1,""2020"":0.92,""2021"":0.87}",293,"[""9565/Vitality"",""11501/HEET"",""5995/G2"",""11752/BLAST Dream Team"",""11003/DBL PONEY"",""10406/Team Toxic"",""4914/3DMAX"",""5260/MAXISAUCISSE"",""8242/ARES"",""7856/EnVyUs Academy"",""6626/MINLATE"",""8890/weneeddollars"",""4456/Epsilon"",""6375/Vexed"",""4559/Millenium"",""6131/beGenius"",""6358/KOWABUNGA""]",0,4,0,25,0,0,0,N/A
kUcheR,302,Emil Akhundov,Russia,34,N/A,0.97,-145,852,22314,14944,15089,0.99,44,74.2,0.93,"{""2012"":0.89,""2013"":1,""2014"":0.99,""2015"":0.95,""2016"":0.96,""2017"":1.05}",234,"[""8135/FORZE"",""7426/Reawakened"",""6651/Gambit"",""7268/.Russia"",""7060/NokSuKao"",""6684/Empire"",""5310/HellRaisers"",""4742/Nostalgie"",""5144/Ukraine"",""5486/HR.mix"",""4984/Astana Dragons"",""4609/KerchNET"",""4555/Virtus.pro""]",0,5,3,23,0,0,0,N/A
starix,303,Sergey Ischuk,Ukraine,35,N/A,0.96,-311,640,16850,10985,11296,0.97,47.7,72.9,0.83,"{""2012"":1.13,""2013"":1,""2014"":0.96,""2015"":0.82,""2016"":0.89,""2017"":0.93,""2018"":1.03,""2019"":0.91,""2020"":0.89}",191,"[""11861/Aurora"",""11798/fANDER"",""10621/1WIN"",""10412/MELBET"",""7427/eL'quvet"",""9927/OwmS"",""8305/DreamEaters"",""5144/Ukraine"",""9793/Runtime"",""7265/Team1"",""9603/UnderPressure"",""9546/omae wa mou shindeiru"",""9522/notkicked"",""4469/k1ck"",""7020/Spirit"",""4608/Natus Vincere"",""5267/Team Thorin""]",0,5,2,23,0,0,0,N/A
pashaBiceps,317,Jarosław Jarząbkowski,Poland,35,N/A,1.02,989,1597,41346,29557,28568,1.03,37.3,72.4,0.99,"{""2012"":1.15,""2013"":1.11,""2014"":1.13,""2015"":1.01,""2016"":0.94,""2017"":1.02,""2018"":0.95,""2019"":0.91}",437,"[""11938/pashaBiceps' Team"",""10044/Youngsters"",""5378/Virtus.pro"",""9190/Team West"",""4857/All-Stars Europe"",""5422/Dignitas"",""5274/AGAiN"",""4533/UniversalSoldiers"",""5266/Team lurppis"",""4532/ESC""]",1,13,12,88,3,2,1,3
AdreN,334,Dauren Kystaubayev,Kazakhstan,33,N/A,0.98,-231,1767,46487,31371,31602,0.99,48.9,75.9,0.97,"{""2012"":0.85,""2013"":1.03,""2014"":0.96,""2015"":1.02,""2016"":1.13,""2017"":1.06,""2018"":0.95,""2019"":0.88,""2020"":0.84,""2021"":0.9}",473,"[""12323/Team AdreN"",""11434/Gambit 2017"",""7244/K23"",""5378/Virtus.pro"",""8120/AVANGAR"",""6667/FaZe"",""6651/Gambit"",""5115/Kazakhstan"",""6444/HS.GG"",""5310/HellRaisers"",""4742/Nostalgie"",""6167/Phenomenon"",""5593/dAT"",""5815/EZpeezy"",""5486/HR.mix"",""4984/Astana Dragons"",""4555/Virtus.pro""]",1,12,9,64,1,1,0,17
markeloff,338,Yegor Markelov,Ukraine,35,N/A,0.99,485,1146,29704,19839,19354,1.03,41.6,74.4,0.98,"{""2012"":1.08,""2013"":1.08,""2014"":1,""2015"":0.94,""2016"":0.99,""2017"":0.99,""2018"":0.93}",414,"[""11954/markeloff's Team"",""5988/FlipSid3"",""5144/Ukraine"",""5310/HellRaisers"",""4984/Astana Dragons"",""5266/Team lurppis"",""4608/Natus Vincere""]",0,12,1,38,1,1,0,15
ANGE1,339,Kirill Karasiow,Ukraine,33,N/A,0.99,-685,1728,45027,31392,32077,0.98,51.3,80.1,0.98,"{""2012"":1.16,""2013"":1.02,""2014"":1.02,""2015"":1,""2016"":1.03,""2017"":1.06,""2018"":0.92,""2019"":0.84}",381,"[""5310/HellRaisers"",""6651/Gambit"",""5144/Ukraine"",""7265/Team1"",""5988/FlipSid3"",""4742/Nostalgie"",""4608/Natus Vincere"",""5486/HR.mix"",""4984/Astana Dragons"",""4555/Virtus.pro"",""4741/TCM-Gaming""]",0,9,3,51,0,0,0,N/A
arki,356,Omar Chakkor,Spain,33,N/A,0.92,-1274,889,23396,14525,15799,0.92,52.5,70.5,0.94,"{""2012"":0.84,""2013"":0.63,""2014"":0.86,""2015"":1,""2016"":0.96,""2017"":0.88,""2018"":0.93,""2019"":0.98,""2020"":0.93,""2021"":0.9}",241,"[""10567/SAW"",""4949/Giants"",""9616/Queso"",""9602/ZERO"",""9422/CarritoSpain"",""7339/KPI"",""4468/x6tence"",""6222/k1ck"",""5101/Spain"",""5435/gBots"",""6672/EU4IA"",""6124/Epsilon"",""6035/Atlantis""]",0,0,0,4,0,0,0,N/A
karrigan,429,Finn Andersen,Denmark,33,N/A,0.9,-4296,2185,57468,35445,39741,0.89,43.3,68.3,0.91,"{""2012"":0.89,""2013"":0.98,""2014"":0.99,""2015"":0.98,""2016"":0.91,""2017"":0.91,""2018"":0.88,""2019"":0.88,""2020"":0.84,""2021"":0.86,""2022"":0.84}",518,"[""6667/FaZe"",""5133/Sweden"",""11752/BLAST Dream Team"",""4494/MOUZ"",""10483/Team World"",""5991/Envy"",""6665/Astralis"",""6548/?"",""5996/TSM"",""5139/Denmark"",""5395/PENTA"",""5422/Dignitas"",""4548/CPH Wolves"",""4411/Ninjas in Pyjamas"",""5208/Reason"",""4983/n!faculty"",""5009/Playing Ducks"",""4623/fnatic"",""4901/3DMAX"",""4775/Western Wolves""]",1,17,21,121,1,0,0,N/A
B1ad3,472,Andrey Gorodenskiy,Ukraine,36,N/A,0.83,-3408,899,23232,13472,16880,0.8,41.9,66.5,0.81,"{""2012"":0.56,""2013"":0.91,""2014"":0.84,""2015"":0.85,""2016"":0.82,""2017"":0.79}",192,"[""5988/FlipSid3"",""5593/dAT"",""5487/Hashtag"",""5008/Courage"",""4609/KerchNET"",""5144/Ukraine""]",0,9,0,20,0,0,0,N/A
Edward,483,Ioann Sukhariev,Ukraine,35,N/A,1,773,1495,39373,27139,26366,1.03,51.1,72.4,1,"{""2012"":0.87,""2013"":1.12,""2014"":1.06,""2015"":1.01,""2016"":1.01,""2017"":0.97,""2018"":0.93,""2019"":0.94,""2020"":0.89,""2021"":0.98}",398,"[""5144/Ukraine"",""11939/Edward's Team"",""11801/Cossacks"",""11175/KHAN"",""11168/TBATBATBA"",""10788/selectah"",""9183/Winstrike"",""4608/Natus Vincere"",""4742/Nostalgie"",""4984/Astana Dragons""]",0,13,15,81,0,1,0,16
Zeus,484,Danylo Teslenko,Ukraine,35,N/A,0.92,-1990,1405,37152,23470,25460,0.92,43.5,69.9,0.93,"{""2012"":1.05,""2013"":1.01,""2014"":0.99,""2015"":0.92,""2016"":0.95,""2017"":0.87,""2018"":0.84,""2019"":0.86}",348,"[""11434/Gambit 2017"",""11407/Team GeT_RiGhT"",""4608/Natus Vincere"",""5144/Ukraine"",""6651/Gambit"",""7265/Team1""]",1,15,17,81,0,0,0,N/A
hooch,499,Dmitry Bogdanov,Russia,36,N/A,0.9,-1828,897,23538,14451,16279,0.89,41.8,70.8,0.84,"{""2012"":0.79,""2013"":0.84,""2014"":0.94,""2015"":0.95,""2016"":0.89,""2017"":0.96,""2018"":0.88,""2019"":0.83,""2020"":0.79,""2021"":0.79}",339,"[""10831/Entropiq"",""9183/Winstrike"",""10710/Ztayhome"",""10562/S Nastupaushim"",""10189/Moscow CreepZ"",""9991/KAV0"",""9927/OwmS"",""5138/Russia"",""9793/Runtime"",""9603/UnderPressure"",""9546/omae wa mou shindeiru"",""9522/notkicked"",""7489/EPG"",""4610/RuSh3D"",""5338/TEAMSWAGYOLO"",""7268/.Russia"",""7524/BOOYAKA"",""7450/RoX"",""7420/s4s"",""6651/Gambit"",""6444/HS.GG"",""5949/PiTER"",""5445/LAN DODGERS"",""6302/Worst Players"",""6246/dope"",""5310/HellRaisers"",""5218/ACES"",""4742/Nostalgie"",""5748/Nostalgie"",""4592/dAT""]",0,2,0,11,0,0,0,N/A
MODDII,545,Andreas Fridh,Sweden,34,N/A,1,401,1170,30550,20585,20184,1.02,52.4,74.6,0.99,"{""2012"":1.2,""2013"":1.07,""2014"":0.92,""2015"":0.96,""2016"":1.04,""2017"":0.98,""2018"":0.93,""2021"":0.99}",406,"[""10954/Astralis Talent"",""4413/Lemondogs"",""7461/Copenhagen Flames"",""7175/Heroic"",""7059/X"",""7039/ArchAngels"",""6137/SK"",""7002/mix123"",""4742/Nostalgie"",""5319/Property"",""5208/Reason"",""5999/ISKOLD"",""5399/GreyFace"",""6017/madjicK"",""4894/AliGon"",""5988/FlipSid3"",""5133/Sweden"",""4494/MOUZ"",""4991/fnatic"",""4623/fnatic""]",0,1,0,37,0,0,0,N/A
BIT,555,Bruno Fukuda Lima,Brazil,33,N/A,0.98,50,737,19057,12450,12400,1,48.2,74.2,0.83,"{""2016"":1.02,""2017"":1.09,""2018"":0.93,""2019"":0.97,""2020"":0.99,""2021"":0.93}",177,"[""9215/MIBR"",""9996/9z"",""10527/DELIRAWOWZIK"",""6947/TeamOne"",""9704/All Star A"",""6267/Não Tem Como"",""7503/ex-g3x"",""6621/g3x"",""6290/Luminosity"",""6864/WinOut"",""6033/Keyd""]",0,0,0,0,0,0,0,N/A
fnx,557,Lincoln Lau,Brazil,33,N/A,1.02,667,688,17718,12296,11629,1.06,49.7,78.3,1.06,"{""2014"":0.76,""2015"":1.09,""2016"":1.07,""2017"":1.09,""2018"":1.03,""2019"":0.97,""2020"":0.97,""2021"":1.07}",195,"[""6205/Brazil"",""9455/Imperial"",""10669/Paquetá"",""7176/RED Canids"",""6267/Não Tem Como"",""7010/Immortals"",""6137/SK"",""6290/Luminosity"",""6334/Games Academy"",""5822/KaBuM.TD""]",2,3,4,23,0,1,0,19
fox,629,Ricardo Pacheco,Portugal,36,N/A,1.02,523,1058,27636,19461,18938,1.03,32.1,75.5,0.97,"{""2012"":0.91,""2013"":1.16,""2014"":1.04,""2015"":0.98,""2016"":1.03,""2017"":1.05,""2018"":1.03,""2019"":1,""2020"":0.96,""2021"":0.98}",343,"[""5135/Portugal"",""11569/Fourteen"",""11486/SQUAD"",""8515/OFFSET"",""4949/Giants"",""6118/Tempo Storm"",""6134/Kinguin"",""5422/Dignitas"",""5395/PENTA"",""6137/SK"",""7326/k1ck oldschool"",""7233/VatosLocos"",""6667/FaZe"",""5995/G2"",""4469/k1ck"",""5331/Team Ozone""]",0,5,0,23,0,0,0,N/A
MUTiRiS,630,Christopher Fernandes,Portugal,30,N/A,0.99,193,1495,39264,26776,26583,1.01,50.1,77.3,0.96,"{""2012"":1,""2013"":0.95,""2014"":0.93,""2015"":1,""2016"":1.07,""2017"":1.11,""2018"":0.98,""2019"":0.97,""2020"":1.02,""2021"":0.96,""2022"":1.01}",403,"[""10567/SAW"",""5135/Portugal"",""4949/Giants"",""7718/Movistar Riders"",""6134/Kinguin"",""4469/k1ck"",""5422/Dignitas"",""5395/PENTA"",""7326/k1ck oldschool"",""7233/VatosLocos"",""6222/k1ck"",""6670/CSGO2x"",""5995/G2"",""6409/BulletsRage.Pro"",""4759/OverGaming"",""6130/AlienTech.Black""]",0,0,0,9,0,0,0,N/A
allu,695,Aleksi Jalli,Finland,31,N/A,1.1,5113,1836,48399,36045,30932,1.17,28.7,75.5,1.05,"{""2012"":1.08,""2013"":1.17,""2014"":1.22,""2015"":1.05,""2016"":1.1,""2017"":1.05,""2018"":1.12,""2019"":1.08,""2020"":1.08,""2021"":0.99,""2022"":1.14}",634,"[""11827/JANO"",""11520/temp"",""5005/Complexity"",""4869/ENCE"",""6902/GODSENT"",""7865/HAVU"",""6615/OpTic"",""6667/FaZe"",""5824/RatsOfTheYear"",""5727/ENCORE"",""5136/Finland"",""5973/Liquid"",""4411/Ninjas in Pyjamas"",""5828/Jynttä"",""5789/3DMAX"",""4494/MOUZ"",""5632/allu's team"",""4989/4w"",""4997/Team allu"",""4993/ONLINERzz"",""4934/Cursive"",""4665/RAIDERS"",""4902/myDGB.net"",""4612/Hawks"",""4631/Curse"",""4466/WinFakt""]",0,7,3,62,0,1,0,19
Dosia,735,Mihail Stolyarov,Russia,35,N/A,0.99,200,1456,38186,25592,25392,1.01,48.1,73.6,0.96,"{""2012"":1.02,""2013"":1.12,""2014"":1.03,""2015"":1,""2016"":0.98,""2017"":0.96,""2018"":0.9,""2019"":0.93,""2020"":0.75,""2021"":0.81,""2022"":0.78}",525,"[""12085/Team Dosia"",""11889/Forward"",""11434/Gambit 2017"",""11348/BEBRA"",""11136/FreeTON"",""7244/K23"",""10693/Mustang Crew"",""5138/Russia"",""6651/Gambit"",""7268/.Russia"",""6444/HS.GG"",""5310/HellRaisers"",""4742/Nostalgie"",""4608/Natus Vincere"",""5486/HR.mix"",""4984/Astana Dragons"",""5267/Team Thorin"",""4555/Virtus.pro""]",1,11,6,58,2,1,1,4
oskar,798,Tomáš Šťastný,Czech Republic,32,N/A,1.13,5553,1685,44649,33896,28343,1.2,30.3,77.9,1.13,"{""2012"":1.14,""2013"":1,""2014"":1.01,""2015"":1.18,""2016"":1.2,""2017"":1.15,""2018"":1.1,""2019"":1.01,""2020"":1.05,""2021"":1.16,""2022"":1.09}",609,"[""10577/SINNERS"",""12321/Team olofmeister"",""11985/ex-TITANS"",""11825/TITANS"",""11562/Tokyo Revengers"",""10788/selectah"",""8637/Sprout"",""5310/HellRaisers"",""4494/MOUZ"",""6745/eXtatus"",""5395/PENTA"",""4573/Fraternitas"",""5117/Czech Republic"",""4742/Nostalgie"",""4969/FU.sk"",""4683/3DMAX"",""4556/myDGB.net""]",0,4,4,35,2,2,0,14
Maniac,823,Mathieu Quiquerez,Switzerland,33,N/A,0.96,-388,837,22049,14478,14866,0.97,39.4,74.4,0.93,"{""2012"":0.86,""2013"":0.96,""2014"":0.98,""2015"":0.96,""2016"":0.88,""2017"":0.97,""2018"":0.95,""2019"":1.28}",292,"[""6368/Red Instinct"",""10554/Titanz"",""8637/Sprout"",""4674/LDLC"",""5113/Switzerland"",""5596/Platinium"",""4559/Millenium"",""7157/Rogue"",""7058/Unity"",""7002/mix123"",""6943/un-named"",""5991/Envy"",""5284/Titan"",""4948/Clan-Mystik"",""5261/Recursive"",""5054/WARMAKER"",""4512/eXtensive""]",0,5,2,27,0,0,0,N/A
tb,839,BingYuan Li,China,32,N/A,1.03,708,619,15737,11088,10380,1.07,49.9,76.7,0.92,"{""2015"":1.09,""2016"":1.11,""2017"":1,""2018"":0.95,""2019"":0.96,""2020"":0.77}",197,"[""11081/TCG"",""10648/Wubbalubbadubdub"",""9872/Panda"",""6503/CyberZen"",""9030/Fierce Tiger"",""8991/CAS Lore"",""7606/ViCi"",""7611/VG.Renascence"",""6773/VG.CyberZen""]",0,0,0,0,0,0,0,N/A
Xizt,884,Richard Landström,Sweden,32,N/A,0.98,511,1667,42881,28519,28008,1.02,46.8,70.4,0.96,"{""2012"":1.26,""2013"":1.12,""2014"":1.05,""2015"":1.01,""2016"":0.98,""2017"":0.9,""2018"":0.87,""2019"":0.87}",432,"[""7175/Heroic"",""10514/Gen.G"",""5422/Dignitas"",""4991/fnatic"",""6667/FaZe"",""4411/Ninjas in Pyjamas"",""5133/Sweden"",""6134/Kinguin"",""6031/Acer"",""5588/GO4Bosnia""]",1,11,24,93,2,1,1,6
olofmeister,885,Olof Kajbjer,Sweden,31,N/A,1.06,2732,1574,41212,29363,26630,1.1,46.7,72.9,1.03,"{""2012"":0.81,""2013"":1.15,""2014"":1.11,""2015"":1.15,""2016"":1.08,""2017"":1.07,""2018"":1,""2019"":0.99,""2020"":0.87,""2021"":0.93,""2022"":0.79}",505,"[""12321/Team olofmeister"",""12135/boomer demons"",""5133/Sweden"",""11937/NEO's Team"",""6667/FaZe"",""11407/Team GeT_RiGhT"",""9517/Team smooya"",""6902/GODSENT"",""4991/fnatic"",""5995/G2"",""6031/Acer"",""4857/All-Stars Europe"",""5378/Virtus.pro"",""5564/TEAMGLOBAL"",""5028/LGB"",""4488/Absolute Legends"",""4627/SMBU""]",2,16,25,94,6,4,2,1
BERRY,921,Danny Krüger,Denmark,33,N/A,0.87,-2535,823,21593,13257,15792,0.84,38.1,71.1,0.72,"{""2013"":0.83,""2014"":0.89,""2015"":0.92,""2016"":0.82,""2017"":0.93,""2018"":0.89,""2019"":0.85,""2020"":0.97,""2021"":0.79,""2022"":0.67}",215,"[""8637/Sprout"",""7743/OPAA"",""11191/ex-Quantum Bellator Fire"",""7367/Quantum Bellator Fire"",""10724/Aalborg Rebels"",""5909/No Problem!"",""7674/Ambush"",""9358/Jordan's Money Crew"",""9817/Brutalis"",""4602/Tricked"",""8568/Sublife"",""9061/top100"",""8965/EMASTERS"",""8875/greedisgood"",""8010/Odense"",""8698/Demise"",""8490/TOXIC"",""8420/meNikmati"",""6946/Magistra"",""6417/KoN Denmark"",""7461/Copenhagen Flames"",""7698/moDstand"",""7501/ANIMALS"",""6807/Alpha"",""7239/ROB"",""5831/Isak"",""7074/Delete"",""6758/Team123"",""6662/Granted"",""4742/Nostalgie"",""6373/uber g33ks"",""6137/SK"",""4593/CPLAY"",""5449/NO SIR!"",""4716/myRevenge"",""4858/oXzone"",""5126/momo momo"",""4860/ZET"",""4835/Xapso"",""4658/POPPERS""]",0,0,0,0,0,0,0,N/A
Snappi,922,Marco Pfeiffer,Denmark,33,N/A,0.95,-1340,1750,46308,29931,31271,0.96,45.6,72.4,0.94,"{""2013"":1.15,""2014"":0.76,""2015"":0.99,""2016"":0.98,""2017"":0.95,""2018"":0.96,""2019"":0.97,""2020"":0.91,""2021"":0.91,""2022"":0.89}",500,"[""4869/ENCE"",""12078/Rush A Rush B"",""11706/Team Smoke"",""11096/Team SPUNJ"",""10606/c0ntact"",""6665/Astralis"",""10671/FunPlus Phoenix"",""7175/Heroic"",""6615/OpTic"",""7582/Rogue.mix"",""5139/Denmark"",""7059/X"",""7019/ex-CPH Wolves"",""4548/CPH Wolves"",""4742/Nostalgie"",""5737/unu.AiN"",""5909/No Problem!"",""6373/uber g33ks"",""5250/FLÆKKETID"",""4835/Xapso"",""4658/POPPERS""]",0,5,1,43,0,0,0,N/A
mou,964,Rustem Telepov,Kazakhstan,31,N/A,1.05,2555,1547,41095,29109,26554,1.1,27.9,73.6,1.04,"{""2013"":1.06,""2014"":1.01,""2015"":1.01,""2016"":1.09,""2017"":1.07,""2018"":1.07,""2019"":0.93,""2020"":1.04,""2021"":1.06}",482,"[""11889/Forward"",""11434/Gambit 2017"",""7244/K23"",""8772/Syman"",""8120/AVANGAR"",""9183/Winstrike"",""10097/Se7en"",""6651/Gambit"",""5115/Kazakhstan"",""6444/HS.GG"",""5310/HellRaisers"",""4742/Nostalgie"",""5815/EZpeezy"",""5218/ACES"",""4800/ELTZ""]",1,6,4,35,1,0,0,N/A
KHRN,971,Jesse Grandell,Finland,33,N/A,0.97,-245,935,24443,15822,16067,0.98,48,71,0.86,"{""2013"":0.98,""2014"":1.01,""2015"":0.97,""2016"":1.07,""2017"":0.99,""2018"":0.91,""2019"":0.97}",238,"[""8504/SJ"",""5298/Minttu"",""7331/iGame.com"",""7865/HAVU"",""5727/ENCORE"",""7028/LGR"",""4475/ROCCAT"",""5789/3DMAX"",""5936/kassad's Legends"",""5136/Finland"",""5824/RatsOfTheYear"",""4695/TMVG"",""4781/Refuse"",""4869/ENCE"",""4988/solemn"",""5000/Team KHRN"",""4993/ONLINERzz"",""4612/Hawks"",""4631/Curse"",""4651/Eternity Gaming""]",0,1,0,9,0,0,0,N/A
SZPERO,973,Grzegorz Dziamałek,Poland,32,N/A,0.99,673,2183,57837,39062,38389,1.02,33.6,72,0.94,"{""2013"":0.85,""2014"":0.87,""2015"":1.02,""2016"":1.06,""2017"":1.05,""2018"":1.04,""2019"":1.02,""2020"":0.93,""2021"":0.93}",710,"[""8248/PACT"",""12184/ODLOTOWE AGENTKI"",""10973/Anonymo"",""10278/9INE"",""10426/Wisla Krakow"",""11216/Dolej Miodu"",""8911/adwokacik"",""8068/AGO"",""7000/tomorrow"",""8869/ex-SEAL"",""6134/Kinguin"",""8645/KOPUNIO"",""6570/DEEZ NUTS"",""5137/Poland"",""5599/Dobry&Gaming"",""6372/CSGL"",""6471/YP"",""4532/ESC"",""5595/nerdRage"",""5995/G2"",""4534/ALSEN""]",0,1,0,11,0,0,0,N/A
Maikelele,1045,Mikail Bill,Sweden,32,N/A,1.01,941,1075,28357,18983,18042,1.05,37,73.3,0.96,"{""2013"":0.98,""2014"":1.14,""2015"":1,""2016"":0.95,""2017"":1.06,""2018"":1,""2019"":1,""2020"":0.94}",424,"[""11936/Maikelele's Team"",""6902/GODSENT"",""10315/SMASH"",""9722/NoChance"",""9211/LeftOut"",""9085/Chaos"",""8721/Enyoy"",""8426/Kindest Regards"",""7613/Red Reserve"",""6418/KoN Sweden"",""5399/GreyFace"",""5679/ESG!"",""5422/Dignitas"",""7534/qwerty"",""7537/ROG Maikelele"",""4411/Ninjas in Pyjamas"",""7027/mixbanan"",""6901/Europe All-Stars"",""6667/FaZe"",""5995/G2"",""6578/Play It Cool All-Stars"",""5133/Sweden"",""6134/Kinguin"",""5962/LGB"",""4494/MOUZ"",""5319/Property"",""5766/Orbit"",""6137/SK"",""5585/GO4Balkan"",""5570/Team4Balkan"",""5028/LGB"",""4929/Refuse"",""4763/hatersg0nnahate"",""4740/VYE""]",0,5,2,26,1,0,0,N/A
crisby,1064,Christian Schmitt,Germany,31,N/A,0.93,-1814,1209,31542,20610,22423,0.92,54.4,71.5,0.86,"{""2012"":0.9,""2013"":0.99,""2014"":0.86,""2015"":0.95,""2016"":0.97,""2017"":0.93,""2018"":0.94,""2019"":0.92,""2020"":0.79,""2021"":0.74}",308,"[""11298/Strife"",""5540/TTC"",""9812/Unicorns of Love"",""4639/NeverPlay"",""6343/EURONICS"",""8397/TBA"",""7425/DIVIZON"",""4501/ALTERNATE aTTaX"",""5093/KILLERFISH"",""5395/PENTA"",""5355/myKPV"",""5009/Playing Ducks"",""4496/dotpiXels"",""4553/ServerForge"",""4494/MOUZ"",""5090/Party Daddlers"",""5143/Germany"",""4500/logiX""]",0,0,0,0,0,0,0,N/A
liTTle,1088,Anatoliy Yashin,Russia,34,N/A,1.12,1550,457,12154,9317,7766,1.2,27.7,78.5,1.12,"{""2013"":1.01,""2014"":0.88,""2015"":1.14,""2016"":1.21,""2017"":1.15,""2018"":0.92}",192,"[""8135/FORZE"",""9522/notkicked"",""8723/HEY"",""8348/ex-Spartak"",""7797/Spartak"",""4610/RuSh3D"",""7544/OVERDRIVE"",""7450/RoX"",""7420/s4s"",""7283/Mighty44"",""7060/NokSuKao"",""6668/FLuffy Gangsters"",""6669/Binary Dragons"",""6213/Enso"",""5218/ACES""]",0,0,0,0,0,0,0,N/A
dennis,1146,Dennis Edman,Sweden,32,N/A,1.03,1136,1578,41942,29920,28784,1.04,54.4,76.5,1.04,"{""2012"":0.79,""2013"":1.14,""2014"":1.04,""2015"":1.04,""2016"":1.08,""2017"":1.01,""2018"":1,""2019"":1,""2020"":1.01,""2021"":1.02}",452,"[""11940/HeatoN's Team"",""9806/Apeks"",""9928/GamerLegion"",""4411/Ninjas in Pyjamas"",""4494/MOUZ"",""6665/Astralis"",""6902/GODSENT"",""4991/fnatic"",""5133/Sweden"",""5214/PANTERS"",""5995/G2"",""6134/Kinguin"",""6031/Acer"",""5766/Orbit"",""5988/FlipSid3"",""4666/duttdutt"",""4894/AliGon"",""5569/London Conspiracy"",""5793/FiMAGi"",""5564/TEAMGLOBAL"",""5028/LGB"",""4763/hatersg0nnahate"",""4488/Absolute Legends"",""4762/Hellslayers"",""4673/newschool"",""4627/SMBU""]",0,10,6,48,1,1,0,20
roman,1154,Roman Redihin,Belarus,34,N/A,0.91,-664,414,10880,6787,7451,0.91,55,69.6,0.7,"{""2013"":1.17,""2014"":0.99,""2015"":0.59,""2016"":0.84,""2017"":0.94,""2018"":0.87}",121,"[""9887/Zorka"",""10097/Se7en"",""7969/Nemiga"",""9538/Zoom"",""4908/K29"",""6923/ANOX"",""7164/YoungThugs"",""6668/FLuffy Gangsters"",""6669/Binary Dragons"",""5970/GGWP"",""5342/97club"",""5107/Belarus""]",0,0,0,0,0,0,0,N/A
hitMouse,1200,Kirill Tsarev,Belarus,33,N/A,0.92,-625,538,14028,8785,9410,0.93,49,71.2,0.8,"{""2014"":1.07,""2015"":0.96,""2016"":0.87,""2017"":0.97,""2018"":0.9,""2019"":0.87,""2020"":0.89}",205,"[""11094/NewBelarus"",""7969/Nemiga"",""9887/Zorka"",""10263/BestClub"",""10104/buaksib"",""4908/K29"",""6923/ANOX"",""5107/Belarus"",""5949/PiTER"",""6406/SkinsVault"",""5342/97club""]",0,0,0,0,0,0,0,N/A
BTN,1206,Cătălin-Ionuț Stănescu,Romania,34,N/A,0.89,-3290,1399,37081,23186,26476,0.88,53,71.6,0.86,"{""2013"":0.85,""2014"":1.02,""2015"":1.06,""2016"":0.93,""2017"":0.94,""2018"":0.98,""2019"":0.97,""2020"":0.85,""2021"":0.84,""2022"":0.88}",386,"[""7187/Nexus"",""5105/Romania"",""6810/aimclub"",""4922/neXtPlease!"",""6917/GG1337"",""4921/TeG""]",0,0,0,0,0,0,0,N/A
