Aug 01 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
SEMPHIS,1915,Kory Friesen,Canada,34,N/A,0.99,-33,848,21936,15472,15505,1,36.5,73.6,0.89,"{""2012"":1.02,""2013"":1.04,""2014"":0.98,""2015"":1.08,""2016"":0.98,""2017"":1.02,""2018"":0.86,""2019"":0.89,""2020"":1.02}",201,"[""5454/SKDC"",""6301/Splyce"",""5996/TSM"",""5005/Complexity"",""6098/Nihilum"",""5752/Cloud9"",""4647/Quantic"",""4431/Area 51""]",0,5,0,20,0,0,0,N/A
seang@res,1916,Sean Gares,United States,35,N/A,0.88,-1629,713,18391,10904,12533,0.87,40.2,67.4,0.82,"{""2012"":0.85,""2013"":0.91,""2014"":0.9,""2015"":0.88,""2016"":0.88,""2017"":0.86,""2018"":0.89}",197,"[""9523/Old Guys Club"",""7557/Misfits"",""6680/Echo Fox"",""5752/Cloud9"",""5005/Complexity"",""4431/Area 51""]",0,8,0,32,0,0,0,N/A
tonyblack,1950,Anton Kolesnikov,Russia,30,N/A,0.94,-725,826,21699,13828,14553,0.95,48.6,69.6,0.87,"{""2012"":1.03,""2013"":0.97,""2014"":0.93,""2015"":0.96,""2016"":0.91,""2017"":0.95,""2018"":0.95,""2019"":0.89}",307,"[""10621/1WIN"",""6094/Vega Squadron"",""8135/FORZE"",""7797/Spartak"",""7020/Spirit"",""6408/Arcade"",""6471/YP"",""6237/Pries"",""4742/Nostalgie"",""5004/USSR"",""4608/Natus Vincere"",""4558/zNation""]",0,3,0,7,0,0,0,N/A
ap0c,2007,Mike Aliferis,Australia,35,N/A,1,64,968,24780,17179,17115,1,51.1,76.7,0.82,"{""2015"":1.05,""2016"":0.96,""2017"":0.98,""2018"":1.06,""2019"":1.03,""2020"":1.02,""2021"":1.04}",230,"[""11726/Encore"",""11300/Looking For Org"",""6158/Dire Wolves"",""6379/Animal Squad"",""5293/AVANT"",""7517/Tainted Minds"",""6010/Chiefs"",""6386/Winterfox"",""6468/Legacy""]",0,0,0,0,0,0,0,N/A
FalleN,2023,Gabriel Toledo,Brazil,32,N/A,1.06,3966,1692,44447,30727,26761,1.15,30.6,71.5,1.07,"{""2014"":0.97,""2015"":1.09,""2016"":1.14,""2017"":1.09,""2018"":1.06,""2019"":1.05,""2020"":1.05,""2021"":0.95,""2022"":1.06}",601,"[""8297/FURIA"",""9455/Imperial"",""11494/Last Dance"",""5973/Liquid"",""9215/MIBR"",""6137/SK"",""6290/Luminosity"",""6033/Keyd"",""5822/KaBuM.TD""]",2,14,13,95,4,2,2,2
bondik,2131,Vladyslav Nechyporchuk,Ukraine,30,N/A,1.02,1456,1470,38637,26616,25160,1.06,47.7,74.5,1.01,"{""2012"":0.49,""2013"":0.89,""2014"":1.03,""2015"":1.07,""2016"":1.03,""2017"":1.07,""2018"":0.98,""2019"":0.98,""2020"":1.02,""2021"":0.97}",524,"[""4532/ESC"",""11801/Cossacks"",""11001/ONYX"",""9183/Winstrike"",""6651/Gambit"",""5310/HellRaisers"",""4863/TYLOO"",""5988/FlipSid3"",""5593/dAT"",""4609/KerchNET""]",0,7,0,32,0,0,0,N/A
tahsiN,2148,Tahsin Broschk,Germany,32,N/A,0.95,-696,619,16083,10685,11381,0.94,44.5,72.6,0.88,"{""2013"":1.05,""2014"":0.88,""2015"":0.99,""2016"":0.95,""2017"":0.92,""2018"":0.9,""2019"":0.98,""2020"":0.67,""2021"":0.87,""2022"":0.86}",200,"[""7120/Entropy"",""5121/Berzerk"",""11282/CCO"",""11199/ex-PIXLIP"",""11062/PIXLIP"",""5395/PENTA"",""5093/KILLERFISH""]",0,0,0,0,0,0,0,N/A
Noktse,2161,Nicolás Dávila,Argentina,30,1.05,0.99,283,962,25255,16846,16563,1.02,38.5,73.2,0.84,"{""2016"":0.94,""2017"":1.06,""2018"":1,""2019"":1.05,""2020"":0.94,""2021"":0.97,""2022"":1}",321,"[""12144/BESTIA"",""7653/Isurus"",""6799/Furious""]",0,0,0,0,0,0,0,N/A
roman,2241,Ricardo Oliveira,Portugal,31,N/A,0.99,-44,1371,36025,24360,24404,1,53.9,73.8,0.95,"{""2013"":0.91,""2014"":0.89,""2015"":0.97,""2016"":1.08,""2017"":0.99,""2018"":1.01,""2019"":1.01,""2020"":0.99,""2021"":0.98,""2022"":1.03}",368,"[""10567/SAW"",""4949/Giants"",""7326/k1ck oldschool"",""4469/k1ck"",""4759/OverGaming""]",0,0,0,0,0,0,0,N/A
RIZZZ,2260,Rui Lima,Portugal,30,1,0.94,-594,448,11726,7473,8067,0.93,52.2,71.1,0.7,"{""2017"":0.98,""2018"":1.02,""2019"":0.96,""2020"":0.91,""2021"":0.91,""2022"":0.98}",125,"[""12307/Skrill Ogres"",""12264/ex-Fourteen"",""11569/Fourteen"",""4981/Panthers"",""8515/OFFSET"",""4949/Giants"",""7463/HEXAGONE""]",0,0,0,0,0,0,0,N/A
forget,2292,Lei Li,China,33,N/A,0.94,-734,442,11512,7723,8457,0.91,50.3,75.3,0.87,"{""2014"":0.93,""2015"":1.12,""2016"":1.03,""2017"":0.93}",149,"[""7092/5POWER"",""7716/UYA"",""6504/AllGamers""]",0,0,0,0,0,0,0,N/A
NENO,2299,Anel Ceković,North Macedonia,29,N/A,1,455,719,18580,12632,12177,1.04,42.4,74.2,0.96,"{""2013"":1.07,""2014"":1.02,""2015"":0.99,""2016"":1.09,""2017"":1.04,""2018"":1,""2019"":0.92,""2020"":0.94,""2021"":0.92}",210,"[""5347/BLUEJAYS"",""11386/0to100"",""11174/PORTUGAL"",""8481/Valiance"",""6669/Binary Dragons"",""4803/iNation"",""4468/x6tence""]",0,0,0,2,0,0,0,N/A
cajunb,2469,René Borg,Denmark,33,N/A,1.05,2868,1751,45848,32080,29212,1.1,41,73.5,1.05,"{""2012"":1.21,""2013"":1.14,""2014"":1.08,""2015"":1.06,""2016"":1.09,""2017"":1.07,""2018"":1.05,""2019"":0.98,""2020"":0.96,""2021"":0.97}",591,"[""11536/ex-AGF"",""8704/AGF"",""11084/HYENAS"",""7533/North"",""6615/OpTic"",""5752/Cloud9"",""5422/Dignitas"",""6665/Astralis"",""5996/TSM"",""4548/CPH Wolves""]",0,13,7,82,0,1,0,15
emi,2476,Luka Vuković,Serbia,29,N/A,0.92,-1715,1246,32714,20700,22415,0.92,51.8,71.9,0.88,"{""2013"":0.93,""2014"":0.94,""2015"":0.92,""2016"":0.96,""2017"":0.97,""2018"":0.95,""2019"":0.91,""2020"":0.86,""2021"":0.88}",328,"[""4863/TYLOO"",""12249/ex-Partizan"",""11838/Partizan"",""11278/Coalesce"",""10671/FunPlus Phoenix"",""10606/c0ntact"",""10150/CR4ZY"",""8481/Valiance"",""6669/Binary Dragons"",""4803/iNation""]",0,0,0,5,0,0,0,N/A
Maluk3,2529,Pedro Campos,Brazil,33,1.07,1.02,1401,1217,31650,21758,20357,1.07,28.9,72.2,0.91,"{""2016"":1.05,""2017"":1.08,""2018"":1.11,""2019"":1.03,""2020"":0.98,""2021"":0.93}",431,"[""12342/Age"",""6947/TeamOne""]",0,0,0,0,0,0,0,N/A
remix,2544,Victor Monteiro,Brazil,29,1.07,1.06,1041,596,15952,11216,10175,1.1,27.3,70.6,N/A,"{""2018"":1.05,""2019"":1,""2020"":1.08,""2021"":1.06,""2022"":1.06}",219,"[""11555/UNO MILLE"",""11768/ODDIK"",""10815/Liberty"",""9902/Redemption POA"",""8751/Avalanche""]",0,0,0,0,0,0,0,N/A
Snax,2553,Janusz Pogorzelski,Poland,30,N/A,1.03,2823,2298,60794,42641,39818,1.07,37.1,74.8,1.02,"{""2012"":0.74,""2013"":1.07,""2014"":1.13,""2015"":1.07,""2016"":1.05,""2017"":1.02,""2018"":0.98,""2019"":0.93,""2020"":1.06,""2021"":1.05,""2022"":0.99}",818,"[""12117/Let us cook"",""11984/ex-Finest"",""11493/MONKE"",""10973/Anonymo"",""8813/Illuminar"",""5378/Virtus.pro"",""4494/MOUZ"",""4533/UniversalSoldiers"",""4532/ESC""]",1,13,13,78,7,4,3,4
yam,2555,Yaman Ergenekon,Australia,34,N/A,1.03,650,547,14003,9755,9105,1.07,34.6,74.5,0.92,"{""2015"":0.93,""2016"":0.97,""2017"":1.09,""2018"":1.11,""2019"":0.89}",172,"[""6010/Chiefs"",""7517/Tainted Minds"",""6211/Renegades""]",0,1,0,8,0,0,0,N/A
Hiko,2644,Spencer Martin,United States,33,N/A,1.04,1532,937,24398,16611,15079,1.1,53.9,71.6,0.96,"{""2012"":1.18,""2013"":1.19,""2014"":1.07,""2015"":1.12,""2016"":1.01,""2017"":0.96,""2018"":0.99,""2019"":0.93}",425,"[""7157/Rogue"",""5973/Liquid"",""6098/Nihilum"",""5752/Cloud9"",""5005/Complexity"",""4647/Quantic"",""4431/Area 51""]",0,9,0,34,0,1,1,9
chrisJ,2730,Chris de Jong,Netherlands,33,N/A,1.02,1107,1719,45211,30900,29793,1.04,41.5,70.1,1,"{""2012"":0.89,""2013"":1.23,""2014"":1.12,""2015"":1.06,""2016"":1.03,""2017"":0.95,""2018"":0.98,""2019"":1,""2020"":0.86}",556,"[""4494/MOUZ"",""4490/n!faculty"",""4579/LowLandLions""]",0,10,8,69,0,0,0,N/A
GuardiaN,2757,Ladislav Kovács,Slovakia,32,N/A,1.11,4763,1590,41693,30757,25994,1.18,29.6,71.8,1.08,"{""2012"":1.19,""2013"":1.19,""2014"":1.16,""2015"":1.18,""2016"":1.09,""2017"":1.1,""2018"":1.09,""2019"":0.98,""2020"":0.95,""2021"":1.03}",559,"[""10695/Sampi"",""6978/Singularity"",""10841/BEZ ZP"",""10977/Trident"",""4608/Natus Vincere"",""6667/FaZe"",""4555/Virtus.pro"",""4683/3DMAX""]",0,14,17,99,8,6,3,2
bubble,2799,Kamen Kostadinov,Bulgaria,31,N/A,0.98,125,2379,62521,41287,41162,1,41.8,74.1,0.95,"{""2013"":1.02,""2014"":1.05,""2015"":1.04,""2016"":1.15,""2017"":1.07,""2018"":1.02,""2019"":0.9,""2020"":0.86,""2021"":0.89,""2022"":0.83}",775,"[""12315/Victory Zigzag"",""12204/359"",""11026/VOYVODA"",""11947/ex-SKADE"",""10386/SKADE"",""11066/Fiend"",""10848/MBAPPEEK"",""10748/ex-SMASH"",""10315/SMASH"",""8513/Windigo"",""8347/ex-Outlaws"",""7701/Imperial"",""7157/Rogue"",""6959/MK"",""6133/Orbit"",""6226/E-frag.net"",""5817/GPlay""]",0,0,1,6,0,0,0,N/A
MINISE,2826,Jacek Jeziak,Poland,29,N/A,1,583,1873,49950,34627,34044,1.02,39.7,73.8,0.94,"{""2012"":0.66,""2013"":1.02,""2014"":0.98,""2015"":1.03,""2016"":0.95,""2017"":1.03,""2018"":1.07,""2019"":0.99,""2020"":0.99,""2021"":0.92}",581,"[""8248/PACT"",""10494/ARCY"",""10020/Aristocracy"",""9862/devils.one"",""6134/Kinguin"",""6896/PRIDE"",""5599/Dobry&amp;Gaming"",""6372/CSGL"",""4532/ESC"",""5995/G2"",""5211/MYM""]",0,1,0,10,0,0,0,N/A
raalz,2898,Rasmus Steensborg,Denmark,28,N/A,0.98,-124,1221,33314,22166,22290,0.99,57.4,72,0.88,"{""2013"":0.88,""2014"":0.91,""2015"":0.87,""2016"":0.9,""2017"":0.93,""2018"":0.94,""2019"":0.97,""2020"":1.03,""2021"":1.01,""2022"":0.95}",404,"[""8637/Sprout"",""12259/ex-Copenhagen Flames"",""7461/Copenhagen Flames"",""8963/Lyngby Vikings"",""7674/Ambush"",""8971/Great Danes"",""8490/TOXIC"",""4448/3DMAX""]",0,2,0,0,0,0,0,N/A
flusha,3055,Robin Rönnquist,Sweden,29,N/A,1.03,2341,2179,57487,39897,37556,1.06,42,80,1.06,"{""2012"":1.04,""2013"":1.06,""2014"":1.17,""2015"":1.08,""2016"":1.13,""2017"":1.01,""2018"":0.97,""2019"":1.01,""2020"":0.95,""2021"":0.93,""2022"":0.9}",783,"[""11737/EYEBALLERS"",""4762/Hellslayers"",""11102/GORILLAZ"",""4991/fnatic"",""5752/Cloud9"",""6902/GODSENT"",""4688/Epsilon""]",3,14,22,87,4,4,3,2
spyleadeR,3183,Emiliyan Dimitrov,Bulgaria,33,N/A,1.01,83,900,23255,16860,16777,1,42.3,81,0.94,"{""2013"":0.94,""2014"":1.01,""2015"":1.07,""2016"":1.01,""2017"":1.01,""2018"":0.89,""2020"":0.69}",184,"[""9863/FATE"",""6762/Bpro"",""6959/MK"",""7701/Imperial"",""6133/Orbit"",""6226/E-frag.net"",""5817/GPlay""]",0,0,0,5,0,0,0,N/A
LEGIJA,3252,Nikola Ninić,Germany,32,N/A,0.91,-1671,869,22614,14245,15916,0.9,49.8,69.5,0.86,"{""2012"":1.05,""2013"":0.97,""2014"":0.94,""2015"":0.85,""2016"":0.93,""2017"":0.88,""2018"":0.87,""2019"":0.7}",220,"[""7532/BIG"",""6673/NRG"",""4494/MOUZ"",""4490/n!faculty"",""4496/dotpiXels""]",0,3,0,18,0,0,0,N/A
quix,3329,Max Lindkvist,Sweden,30,N/A,0.92,-2017,987,26142,17323,19337,0.9,47.3,74.3,0.76,"{""2014"":0.92,""2015"":0.96,""2016"":0.99,""2017"":0.94,""2018"":0.96,""2019"":0.91,""2020"":0.9,""2021"":0.88,""2022"":0.84}",288,"[""9735/Lilmix"",""10040/The Final Tribe"",""8020/Vexed"",""7663/Manatee"",""7039/ArchAngels"",""4477/Publiclir.se""]",0,0,0,0,0,0,0,N/A
seized,3347,Denis Kostin,Russia,28,N/A,0.96,-983,1658,43711,28678,29661,0.97,46.1,72,0.97,"{""2012"":0.9,""2013"":1.08,""2014"":1.05,""2015"":1.03,""2016"":0.98,""2017"":0.87,""2018"":0.9,""2019"":0.92,""2020"":0.9,""2021"":0.86,""2022"":0.9}",533,"[""11883/9 Pandas"",""8065/ex-Singularity"",""6978/Singularity"",""10841/BEZ ZP"",""10977/Trident"",""10677/Cyber Legacy"",""6094/Vega Squadron"",""6651/Gambit"",""4608/Natus Vincere""]",0,12,9,64,1,0,0,N/A
ROBO,3410,Vladimir Neskey,Belarus,30,N/A,1.02,628,667,17746,12328,11700,1.05,45.6,74,0.92,"{""2014"":0.85,""2016"":0.94,""2017"":1.02,""2018"":1.05}",193,"[""7969/Nemiga"",""4908/K29"",""6668/FLuffy Gangsters""]",0,0,0,0,0,0,0,N/A
kinqie,3459,Semyon Lisitsyn,Russia,31,N/A,0.95,-658,647,17222,11403,12061,0.95,57.1,74.7,0.89,"{""2015"":0.76,""2016"":0.69,""2017"":0.94,""2018"":0.99,""2019"":0.98,""2020"":0.91,""2021"":1.04}",169,"[""12235/MOON"",""12123/SUN"",""11136/FreeTON"",""10421/Hard Legion"",""8305/DreamEaters""]",0,1,0,0,0,0,0,N/A
kzy,3517,Oliver Heck,Germany,33,N/A,0.94,-835,991,25840,16491,17326,0.95,47.6,72.6,0.97,"{""2012"":0.84,""2013"":0.73,""2014"":0.77,""2015"":1,""2016"":0.96,""2017"":1.07,""2018"":0.94,""2019"":0.91,""2020"":0.8,""2021"":0.91}",353,"[""11060/EPIC DUDES"",""5540/TTC"",""10968/cowana"",""9812/Unicorns of Love"",""6343/EURONICS"",""7425/DIVIZON"",""4501/ALTERNATE aTTaX"",""5093/KILLERFISH"",""4494/MOUZ""]",0,0,0,0,0,0,0,N/A
DJOXiC,3543,Đorđe Niciforović,Serbia,30,N/A,1.08,1204,489,12531,9002,7798,1.15,29.8,73,0.92,"{""2014"":0.98,""2015"":1.08,""2016"":1.09,""2017"":1.11,""2018"":0.97}",159,"[""10762/GamerS1337"",""8481/Valiance"",""6669/Binary Dragons"",""4803/iNation""]",0,0,0,0,0,0,0,N/A
Polly,3631,Pål Kammen,Norway,32,N/A,0.93,-611,461,11987,7646,8257,0.93,41.2,62.6,1.01,"{""2013"":0.94,""2014"":0.95,""2015"":0.98,""2016"":0.95,""2017"":1.05,""2019"":0.99,""2020"":0.73,""2021"":0.71}",149,"[""9806/Apeks"",""5214/PANTERS"",""5569/London Conspiracy"",""5962/LGB"",""4904/H2k"",""4611/Temp.no""]",0,2,0,0,0,0,0,N/A
innocent,3669,Paweł Mocek,Poland,29,N/A,1,401,1893,50092,34528,34127,1.01,45.9,76.8,0.98,"{""2013"":0.94,""2014"":0.92,""2015"":1.02,""2016"":0.95,""2017"":1.04,""2018"":1.05,""2019"":1.01,""2020"":1.04,""2021"":0.97}",606,"[""12184/ODLOTOWE AGENTKI"",""10973/Anonymo"",""8362/MAD Lions"",""8813/Illuminar"",""8846/x-kom"",""6118/Tempo Storm"",""8637/Sprout"",""8452/Seed"",""5395/PENTA"",""6134/Kinguin"",""5599/Dobry&amp;Gaming"",""6372/CSGL"",""5995/G2"",""4532/ESC"",""5211/MYM""]",0,3,0,7,0,0,0,N/A
HOLMES,3730,Petar Dimitrijević,Serbia,31,N/A,0.96,-416,470,12299,8232,8648,0.95,44.6,77.8,0.87,"{""2015"":0.9,""2016"":1.07,""2017"":1.03,""2018"":0.93,""2019"":0.95,""2020"":0.91,""2021"":0.88}",150,"[""10509/Juggernauts"",""4803/iNation"",""11208/Marten"",""7555/ROYALS"",""10545/Chetz"",""11001/ONYX"",""10934/Saints"",""10727/Excellency"",""5347/BLUEJAYS"",""9679/Akopalipsa"",""7497/RESISTANCE"",""7669/Squared"",""7449/Brewtopia"",""6100/RB""]",0,0,0,0,0,0,0,N/A
DiMKE,3732,Dimitrije Veljković,Serbia,29,N/A,1.02,466,694,18314,12850,12384,1.04,46.9,78.6,0.98,"{""2014"":1.2,""2015"":1.07,""2016"":1.18,""2017"":1.05,""2018"":1.08,""2019"":1,""2020"":1.01,""2021"":1.01,""2022"":0.96}",221,"[""12383/ex-iNation"",""11813/ex-4glory"",""10933/4glory"",""11001/ONYX"",""7711/lvlUP"",""10509/Juggernauts"",""5347/BLUEJAYS"",""9679/Akopalipsa"",""8992/Bajini Puleni"",""7497/RESISTANCE"",""6100/RB""]",0,0,0,0,0,0,0,N/A
NiKo,3741,Nikola Kovač,Bosnia and Herzegovina,26,N/A,1.15,6015,1764,46911,37225,31210,1.19,50.5,86,1.2,"{""2013"":1.15,""2014"":1.2,""2015"":1.19,""2016"":1.16,""2017"":1.17,""2018"":1.18,""2019"":1.11,""2020"":1.12,""2021"":1.14,""2022"":1.13}",588,"[""5995/G2"",""6667/FaZe"",""4494/MOUZ"",""4803/iNation""]",0,12,12,85,7,7,5,2
znajder,3847,Andreas Lindberg,Sweden,30,N/A,1.03,1070,1050,27577,19778,18708,1.06,47.9,76.8,0.99,"{""2012"":1.12,""2013"":1.06,""2014"":1.07,""2015"":1.04,""2016"":1.09,""2017"":0.93,""2018"":0.95,""2019"":1.04}",302,"[""4413/Lemondogs"",""6343/EURONICS"",""6902/GODSENT"",""6685/Ancient"",""5310/HellRaisers"",""5422/Dignitas"",""5319/Property"",""4991/fnatic"",""4688/Epsilon""]",1,3,1,24,0,0,0,N/A
JW,3849,Jesper Wecksell,Sweden,28,N/A,1.04,2514,2241,59187,42897,40383,1.06,36,75.6,1.03,"{""2012"":0.97,""2013"":1.09,""2014"":1.16,""2015"":1.07,""2016"":1.06,""2017"":1.07,""2018"":0.99,""2019"":1.01,""2020"":0.99,""2021"":0.91,""2022"":1.04}",598,"[""11737/EYEBALLERS"",""4762/Hellslayers"",""4991/fnatic"",""6902/GODSENT"",""4688/Epsilon""]",3,14,22,89,3,3,3,5
seb,3886,Sebastian Bucki,United States,32,N/A,0.97,-224,603,15586,10456,10680,0.98,45.5,76,0.87,"{""2015"":1.03,""2016"":0.91,""2017"":1,""2018"":0.97,""2019"":0.95}",246,"[""10625/Swole Identity"",""6978/Singularity"",""10080/New Identity"",""9784/MASSIVEimpact"",""9515/cantwinalan"",""8700/BlackOut"",""9014/The Pioneers"",""7801/Ghost"",""6710/Bee's Money Crew""]",0,0,0,0,0,0,0,N/A
huNter-,3972,Nemanja Kovač,Bosnia and Herzegovina,27,N/A,1.12,4475,1606,42421,32612,28137,1.16,49.1,84.1,1.1,"{""2015"":0.91,""2016"":1.1,""2017"":1.16,""2018"":1.16,""2019"":1.15,""2020"":1.07,""2021"":1.08,""2022"":1.08}",445,"[""5995/G2"",""10150/CR4ZY"",""8481/Valiance"",""6669/Binary Dragons"",""4803/iNation""]",0,4,2,27,2,3,0,12
loWel,3997,Christian Garcia Antoran,Spain,26,N/A,1.05,1739,1008,26413,18549,16810,1.1,47.5,75.8,1.01,"{""2013"":1.03,""2014"":0.97,""2015"":1.14,""2016"":1.11,""2017"":1,""2018"":1.05,""2019"":1.03}",325,"[""7718/Movistar Riders"",""5310/HellRaisers"",""6118/Tempo Storm"",""7080/Wololos"",""5422/Dignitas"",""4494/MOUZ"",""5395/PENTA"",""4759/OverGaming"",""4591/Wizards""]",0,3,0,16,0,0,0,N/A
Aerial,4076,Jani Jussila,Finland,30,1.1,1.04,1290,1131,30279,21466,20176,1.06,41.3,77.7,1,"{""2016"":1.29,""2017"":1.12,""2018"":1.1,""2019"":0.97,""2020"":0.89,""2021"":1.06,""2022"":1}",272,"[""7865/HAVU"",""4869/ENCE"",""8504/SJ"",""8105/VITALIS"",""6263/SkitLite"",""6420/KoN Finland""]",0,2,2,18,1,0,0,N/A
LETN1,4216,Nestor Tanić,Serbia,30,N/A,1.02,1135,1116,29031,19436,18301,1.06,49.6,72.8,0.93,"{""2013"":0.84,""2014"":0.87,""2015"":1.04,""2016"":1.08,""2017"":1.1,""2018"":1.04,""2019"":0.93,""2020"":0.84}",333,"[""10606/c0ntact"",""10150/CR4ZY"",""8481/Valiance"",""6669/Binary Dragons"",""4803/iNation""]",0,1,0,4,0,0,0,N/A
Dav,4218,David Miljanić,Serbia,32,N/A,0.91,-822,468,12095,7539,8361,0.9,40.7,71.2,0.57,"{""2013"":0.93,""2015"":1.06,""2016"":0.92,""2017"":0.95,""2018"":0.95,""2019"":0.87,""2020"":0.91,""2021"":0.89}",145,"[""4803/iNation"",""11001/ONYX"",""10934/Saints"",""10727/Excellency"",""8992/Bajini Puleni"",""7669/Squared"",""7449/Brewtopia""]",0,0,0,0,0,0,0,N/A
EasTor,4373,Rajohn Linato,Spain,29,N/A,1.01,378,503,13375,9077,8699,1.04,28.5,68.8,0.91,"{""2015"":1.04,""2016"":1.12,""2017"":1.17,""2018"":1.11,""2019"":1.04,""2020"":0.94,""2021"":0.97}",158,"[""11594/ORO"",""8515/OFFSET"",""10978/VELOX"",""7718/Movistar Riders"",""9086/Dragons"",""7683/G2V""]",0,0,0,0,0,0,0,N/A
dEE,4576,Miloš Marčeta,Bosnia and Herzegovina,27,1.07,1.04,657,512,13533,9513,8856,1.07,32.9,72.3,0.84,"{""2016"":1.09,""2017"":1.07,""2018"":1.08,""2019"":1.08,""2020"":0.96,""2021"":1.02,""2022"":1.06}",188,"[""10509/Juggernauts"",""11525/KTRL"",""10933/4glory"",""7711/lvlUP"",""5347/BLUEJAYS"",""9679/Akopalipsa"",""8992/Bajini Puleni"",""8401/Zonic""]",0,0,0,0,0,0,0,N/A
zeff,4637,Min-Seok Park,Korea,34,N/A,1,54,482,12229,8381,8327,1.01,42,77.8,0.87,"{""2015"":1.39,""2016"":1.08,""2017"":1.03,""2018"":0.97}",110,"[""7354/MVP PK"",""6474/MVP Project""]",0,0,0,9,0,0,0,N/A
jks,4679,Justin Savage,Australia,27,N/A,1.07,2518,1320,34499,24126,21608,1.12,53.1,77,1.05,"{""2014"":0.66,""2015"":1.07,""2016"":1.09,""2017"":1.09,""2018"":1.08,""2019"":1.12,""2020"":1.07,""2021"":0.97,""2022"":1}",568,"[""5995/G2"",""5005/Complexity"",""8474/100 Thieves"",""6211/Renegades"",""4784/Vox Eminor""]",0,8,4,51,0,2,0,15
jaxi,4726,Costin Vrînceanu,Romania,29,N/A,0.99,183,472,12125,8103,7920,1.02,40.5,73.7,0.93,"{""2013"":0.68,""2015"":0.96,""2016"":1.03,""2017"":1.01,""2018"":0.98,""2019"":0.79}",171,"[""7187/Nexus""]",0,0,0,0,0,0,0,N/A
mynio,4829,Wiktor Kruk,Poland,27,N/A,0.92,-1965,1049,28240,17880,19845,0.9,44.1,75.6,0.93,"{""2014"":0.84,""2015"":0.84,""2016"":1,""2017"":0.77,""2018"":0.93,""2019"":0.94,""2020"":1.01,""2021"":0.88,""2022"":0.89}",291,"[""10278/9INE"",""8813/Illuminar"",""10426/Wisla Krakow"",""10973/Anonymo"",""8911/adwokacik"",""8846/x-kom"",""7000/tomorrow"",""4532/ESC""]",0,1,0,0,0,0,0,N/A
Xyp9x,4954,Andreas Højsleth,Denmark,27,N/A,1.01,2187,2188,57242,37453,35266,1.06,41.6,74.3,1.04,"{""2012"":1.04,""2013"":1.09,""2014"":1.05,""2015"":0.99,""2016"":1.01,""2017"":1.03,""2018"":1.08,""2019"":1.06,""2020"":1.02,""2021"":0.91,""2022"":0.9}",822,"[""10954/Astralis Talent"",""6665/Astralis"",""6548/?"",""5996/TSM"",""5422/Dignitas"",""4548/CPH Wolves"",""4623/fnatic"",""4334/Wikipediots""]",4,17,24,119,1,4,0,13
kioShiMa,4959,Fabien Fiey,France,29,N/A,1.01,1286,1493,39227,26240,24954,1.05,51.3,74,0.99,"{""2013"":1.1,""2014"":1.07,""2015"":1.02,""2016"":0.97,""2017"":0.97,""2018"":1.01,""2019"":0.99,""2020"":0.96}",509,"[""8346/Heretics"",""5752/Cloud9"",""5991/Envy"",""6667/FaZe"",""4674/LDLC"",""4456/Epsilon"",""4948/Clan-Mystik""]",2,11,13,65,2,1,0,19
swag,5021,Braxton Pierce,United States,26,N/A,1.1,1629,556,14447,10527,8898,1.18,49.5,77.6,0.93,"{""2012"":1.12,""2013"":1.11,""2014"":1.12,""2015"":1.13,""2017"":1.15,""2018"":1.1,""2019"":1.02}",235,"[""10625/Swole Identity"",""7726/Swole Patrol"",""9945/Lazarus"",""5906/Torqued"",""8372/GX"",""5752/Cloud9"",""5231/iBUYPOWER"",""5005/Complexity""]",0,4,1,19,1,1,0,18
PERCY,5061,Martin Wessel,Denmark,29,N/A,0.98,-353,1044,27719,18642,18995,0.98,58.5,73.7,0.96,"{""2014"":1.23,""2015"":1.06,""2016"":1.06,""2017"":0.94,""2018"":0.98,""2019"":0.92,""2020"":0.9,""2021"":0.93}",282,"[""11134/CEPTER"",""11487/Los Reyes"",""11456/Linx Legacy"",""8704/AGF"",""10488/Secret"",""4602/Tricked"",""8637/Sprout"",""8465/LPSP"",""7998/Gux &amp; Friends"",""7639/eFuture"",""4548/CPH Wolves"",""5208/Reason""]",0,0,0,0,0,0,0,N/A
captainMo,5187,Ke Liu,China,34,N/A,1.03,591,825,21268,15137,14546,1.04,40.3,74.1,0.87,"{""2013"":0.89,""2014"":1.31,""2015"":1.19,""2016"":1.14,""2017"":1.02,""2018"":0.9,""2019"":0.97,""2020"":0.96,""2021"":0.93,""2022"":0.78}",224,"[""11273/Steel Helmet"",""10860/TSG"",""10022/OneThree"",""4863/TYLOO""]",0,1,0,18,0,0,0,N/A
